episode,timestep,reward
9157,2344000,1170.436
9161,2346000,1351.3627
9167,2348000,1042.3702
9172,2350000,1061.4107
9175,2352000,1772.0379
9181,2354000,1042.5835
9185,2356000,1440.3515
9191,2358000,980.2886
9195,2360000,1240.6302
9200,2362000,1240.7158
9206,2364000,977.3879
9211,2366000,1300.3179
9216,2368000,1191.5613
9220,2370000,1499.4077
9223,2372000,1426.9931
9228,2374000,1425.3291
9232,2376000,1247.5712
9237,2378000,1223.736
9242,2380000,1280.3857
9247,2382000,1105.2598
9252,2384000,1017.5357
9258,2386000,1081.1777
9264,2388000,788.8054
9270,2390000,1137.4507
9276,2392000,844.3098
9281,2394000,924.5992
9286,2396000,1355.3052
9291,2398000,1049.0981
9296,2400000,1007.4818
9301,2402000,1332.4584
9307,2404000,946.8181
9310,2406000,1401.8204
9314,2408000,1852.1341
9321,2410000,860.9388
9326,2412000,1203.3997
9330,2414000,1200.0209
9335,2416000,1352.2267
9340,2418000,920.4887
9345,2420000,1388.6806
9351,2422000,999.3742
9356,2424000,1210.1404
9361,2426000,1012.0854
9365,2428000,1524.2748
9371,2430000,926.9222
9377,2432000,980.1674
9382,2434000,1119.422
9387,2436000,1087.6955
9394,2438000,958.5856
9400,2440000,983.1163
9404,2442000,1263.4559
9411,2444000,905.0972
9415,2446000,1334.0252
9423,2448000,744.115
9427,2450000,941.2586
9434,2452000,780.8562
9440,2454000,1058.6012
9445,2456000,1075.3462
9451,2458000,968.8478
9455,2460000,1526.1674
9460,2462000,1033.4084
9466,2464000,1034.95
9472,2466000,876.1736
9477,2468000,1219.0217
9482,2470000,855.8818
9487,2472000,948.2025
9492,2474000,1196.1709
9498,2476000,1055.1549
9502,2478000,1448.047
9507,2480000,1311.1544
9512,2482000,1120.2661
9518,2484000,929.6808
9523,2486000,1111.8098
9528,2488000,1137.8605
9533,2490000,1257.6981
9539,2492000,1004.9164
9544,2494000,1135.1268
9550,2496000,952.1207
9554,2498000,1328.1982
9560,2500000,945.5497
9565,2502000,1250.9179
9570,2504000,1112.0759
9575,2506000,1192.646
9580,2508000,1201.0696
9585,2510000,915.7454
9591,2512000,1215.9067
9596,2514000,1255.2338
9600,2516000,1462.9834
9606,2518000,885.3371
9611,2520000,1079.4793
9617,2522000,1078.767
9621,2524000,1128.1212
9627,2526000,1086.4114
9633,2528000,825.0373
9637,2530000,1552.5777
9643,2532000,874.1731
9647,2534000,1453.1625
9651,2536000,1674.2086
9655,2538000,1401.6002
9660,2540000,1159.3084
9664,2542000,1214.6098
9670,2544000,1208.2909
9674,2546000,1270.8189
9681,2548000,925.6585
9684,2550000,1558.081
9689,2552000,1371.6829
9695,2554000,952.1849
9703,2556000,787.9757
9706,2558000,1528.0608
9713,2560000,1026.8752
9718,2562000,964.5419
9723,2564000,1381.9982
9729,2566000,928.5141
9735,2568000,799.7684
9740,2570000,1172.9047
9744,2572000,1797.4897
9748,2574000,1429.3068
9753,2576000,1146.0053
9759,2578000,974.4047
9764,2580000,953.4354
9770,2582000,1144.6577
9776,2584000,764.6319
9781,2586000,1131.6116
9786,2588000,1356.1999
9791,2590000,1082.4502
9796,2592000,1212.6896
9802,2594000,969.8791
9806,2596000,1262.3966
9810,2598000,1519.8496
9816,2600000,1070.7618
9822,2602000,851.6497
9828,2604000,1104.3856
9832,2606000,1397.1759
9836,2608000,1546.0728
9841,2610000,1255.9752
9844,2612000,1629.6726
9848,2614000,1782.6114
9854,2616000,1051.5173
9860,2618000,989.6097
9865,2620000,1094.3087
9868,2622000,1420.5558
9873,2624000,1430.229
9877,2626000,1360.677
9882,2628000,1416.7447
9886,2630000,1350.6696
9891,2632000,1116.2569
9896,2634000,1149.395
9900,2636000,1128.5489
9905,2638000,1296.6032
9910,2640000,1095.6108
9915,2642000,1283.337
9920,2644000,1011.2334
9925,2646000,1194.2352
9930,2648000,1384.5551
9935,2650000,1097.5236
9939,2652000,1717.3843
9943,2654000,1066.867
9948,2656000,1488.9264
9954,2658000,969.3408
9960,2660000,816.0948
9966,2662000,1044.7587
9971,2664000,1008.5264
9976,2666000,1111.4836
9980,2668000,1794.7969
9985,2670000,1135.924
9990,2672000,1145.4025
9995,2674000,1268.6687
9999,2676000,1139.9076
10005,2678000,1117.414
10009,2680000,1247.0047
10015,2682000,1089.8276
10019,2684000,1190.775
10026,2686000,947.2983
10032,2688000,934.2335
10036,2690000,1099.117
10039,2692000,1701.4803
10043,2694000,1568.3201
10047,2696000,1655.1431
10052,2698000,1057.1765
10057,2700000,1218.4138
10062,2702000,1225.5741
10066,2704000,1238.5051
10070,2706000,1309.5169
10075,2708000,1351.8171
10080,2710000,1182.0305
10086,2712000,961.0485
10090,2714000,1499.4925
10095,2716000,1325.2597
10100,2718000,996.1211
10106,2720000,1021.0792
10111,2722000,987.2099
10117,2724000,1255.3796
10121,2726000,1150.2157
10127,2728000,1136.4548
10132,2730000,1057.4502
10137,2732000,1331.9836
10141,2734000,1375.195
10148,2736000,871.0961
10154,2738000,877.2541
10158,2740000,1476.3909
10163,2742000,990.4134
10168,2744000,1333.0366
10174,2746000,826.9701
10178,2748000,1511.556
10183,2750000,1108.8242
10188,2752000,1253.3078
10193,2754000,1089.5541
10198,2756000,1168.4429
10204,2758000,876.8347
10210,2760000,1095.4777
10214,2762000,1249.8458
10220,2764000,1010.4435
10226,2766000,939.386
10232,2768000,998.8801
10237,2770000,1200.2735
10243,2772000,901.6348
10246,2774000,1833.5012
10252,2776000,789.0481
10256,2778000,1384.1993
10262,2780000,1070.5693
10268,2782000,840.0052
10273,2784000,1194.6073
10280,2786000,822.6086
10286,2788000,903.4855
10291,2790000,1148.5478
10296,2792000,1159.8584
10302,2794000,835.4012
10308,2796000,932.601
10313,2798000,1214.5866
10318,2800000,1125.4814
10323,2802000,1169.8077
10328,2804000,1370.229
10334,2806000,865.7072
10339,2808000,1224.6595
10346,2810000,800.839
10349,2812000,1610.8894
10354,2814000,1434.0905
10358,2816000,1426.2572
10363,2818000,1230.7242
10367,2820000,1434.9549
10372,2822000,1053.3073
10378,2824000,1050.4908
10383,2826000,1188.0173
10388,2828000,1114.7752
10391,2830000,1764.96
10398,2832000,979.9811
10401,2834000,1784.4076
10405,2836000,1604.5063
10410,2838000,1040.7388
10415,2840000,1142.3126
10419,2842000,1701.3993
10423,2844000,1359.7994
10429,2846000,1090.6858
10432,2848000,1619.4834
10437,2850000,1403.7667
10443,2852000,962.5076
10448,2854000,871.3575
10453,2856000,1185.2299
10458,2858000,1295.7862
10463,2860000,1179.0433
10468,2862000,1132.6845
10473,2864000,1145.9896
10477,2866000,1323.8924
10482,2868000,1196.5251
10488,2870000,1056.583
10494,2872000,874.4087
10499,2874000,1187.9386
10504,2876000,1121.6401
10510,2878000,947.2776
10516,2880000,960.899
10520,2882000,1620.2613
10524,2884000,1222.4249
10527,2886000,2146.6615
10531,2888000,1545.284
10535,2890000,1345.6795
10541,2892000,1040.2102
10545,2894000,1662.6677
10551,2896000,909.6524
10556,2898000,1206.3778
10561,2900000,1238.5014
10566,2902000,1181.8265
10573,2904000,833.1175
10578,2906000,1128.8213
10582,2908000,1323.8209
10587,2910000,967.0068
10593,2912000,1153.2925
10597,2914000,1392.9052
10602,2916000,1192.0038
10609,2918000,831.2513
10613,2920000,1413.3943
10618,2922000,1156.6994
10623,2924000,1012.6547
10630,2926000,979.5267
10635,2928000,902.5104
10641,2930000,1113.4978
10645,2932000,1556.6179
10650,2934000,1202.5298
10656,2936000,957.843
10661,2938000,1086.8919
10667,2940000,910.8789
10672,2942000,1118.995
10679,2944000,864.0861
10684,2946000,1137.3027
10689,2948000,1146.4564
10694,2950000,831.8218
10697,2952000,1378.6928
10702,2954000,1480.9784
10706,2956000,1354.9753
10711,2958000,1268.7641
10716,2960000,1165.6245
10720,2962000,907.3712
10727,2964000,1095.7371
10732,2966000,1052.0675
10735,2968000,1828.0441
10742,2970000,888.0059
10747,2972000,1079.536
10751,2974000,1479.2656
10756,2976000,1221.2395
10758,2978000,2023.6251
10763,2980000,1723.6804
10767,2982000,1212.1028
10772,2984000,1283.5271
10778,2986000,1057.5368
10783,2988000,804.0572
10788,2990000,1468.7123
10793,2992000,1053.5689
10797,2994000,1509.556
10803,2996000,974.0912
10807,2998000,1220.0929
10811,3000000,1359.7472
